Tarih,open,high,low,close,volume,Hisse,Ema200,TK,KJ,Spb,TK>KJ,Ema200_%Yakinlik,Ema200_Alaninda,Spb_%Yakinlik,Spb_Alaninda,4S_Wma9,4S_Wma15,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,rsi,sma14,Macd_sinyal,rsi_50>sma14,%Deg,%Vol,VolMov,VolMov_Sinyal,Kapanis_Fark_4S_Wma9,%Kapanis_Fark_4S_Wma9,Kapanis_Fark_4S_Wma15,%Kapanis_Fark_4S_Wma15,Hopen,Hhigh,Hlow,Hclose,Hvolume,HMACD_12_26_9,HMACDh_12_26_9,HMACDs_12_26_9,Hrsi,Hsma14,H_Wma9,H_Wma15,H_FarkWma9_15,H_Tk,H%Deg,H%Vol,HVolMov,HVolMov_Sinyal,HMacd_sinyal,Hrsi>50_sinyal,HwmaSira_sinyal,H_Wma9XH_Wma15,H_Wma9>H_Wma15,Kapanis_H_Wma9_Fark,H_Wma9_Yakinlik,Altta_Ustte,OrtAlaninda,Oncekine_goreKucuk,H_Wma(9/15)_%,Rline,OrtalamaSira,H_Wma9_Yakinlik(low-high),OrtAlanindaYeni,KontrolDurum,KontrolDurumY,KapanisXEma200_sonmum,K_Sbp_Kes,KapanisXEma200_son2mum,KapanisX4S_Wma9,KapanisX4S_Wma15,Kapanis>4S_Wma9,Kapanis>4S_Wma15,4S_Wma9X4S_Wma15,KapanisXH_Wma9,Arasinda(H_Wma9/H_Wma15)
23-02-2024 13:00,9382.1,9416.7,9380.22,9391.36,470593555.0,XU100,8356.74,9331.42,9167.22,8545.65,+_03-01-2024 17:00:00,12.38,-,9.9,-,9358.0,9342.3,92.68,-10.15,102.84,62.91,62.25,-,+,0.1,-72.63,932897902.67,-,33.36,0.36,49.06,0.53,9045.97,9306.34,8917.74,9250.36,19845269034.0,485.74,60.5,425.25,74.35,62.39,8526.04,8286.29,239.76,8254.61,2.26,30.08,16350859972.0,+,+,+,+,,+_29-01-2024 09:00:00,865.32,10.15,+,-,False,2.89,-,H_Wma9:H_Wma15:H_Tk,10.02,-,,,,,,,,+_21-02-2024 17:00:00,+,,,
23-02-2024 13:00,32.34,32.46,32.2,32.28,574775.0,A1CAP,31.44,32.4,32.67,30.66,-_22-02-2024 09:00:00,2.68,-,5.28,-,32.26,32.27,0.03,-0.05,0.08,49.73,49.94,-,-,-0.31,-54.18,689055.33,-,0.02,0.07,0.01,0.03,32.4,34.18,30.94,33.48,12986298.0,-1.81,0.48,-2.29,51.91,41.32,30.64,30.31,0.33,34.67,4.17,-10.06,12549428.67,+,+,+,-,+,+_19-02-2024 09:00:00,1.64,5.34,+,-,True,1.09,-,H_Tk:H_Wma9:H_Wma15,5.08,-,,,,,,,,+_22-02-2024 09:00:00,+,,,
23-02-2024 13:00,181.5,181.5,181.5,181.5,15447.0,ACSEL,130.39,165.15,158.5,136.15,+_20-02-2024 13:00:00,39.19,-,33.31,-,168.12,161.99,8.62,3.23,5.39,79.74,63.96,+,+,0.0,-93.82,97851.33,-,13.38,7.96,19.51,12.04,146.5,152.1,135.5,145.0,2552452.0,10.45,-0.01,10.46,65.17,63.17,130.73,128.86,1.87,126.38,0.21,-13.51,2726407.67,+,-,+,+,+,+_19-02-2024 09:00:00,50.77,38.84,+,-,False,1.45,-,H_Wma9:H_Wma15:H_Tk,38.84,-,,,,,,,,+_22-02-2024 09:00:00,+,,,
23-02-2024 13:00,557.5,561.5,553.0,556.0,52735.0,ADEL,460.2,562.5,582.5,438.5,-_22-02-2024 13:00:00,20.82,-,26.8,-,557.88,561.45,4.83,-5.12,9.95,50.16,54.77,-,-,-0.36,-75.68,102304.67,-,1.88,0.34,5.45,0.97,506.5,624.0,504.5,580.0,3004927.0,28.89,4.67,24.21,63.91,51.98,458.44,438.78,19.66,492.82,15.31,37.27,2824973.67,+,+,+,-,,+_12-02-2024 09:00:00,97.56,21.28,+,-,True,4.48,-,H_Tk:H_Wma9:H_Wma15,20.63,-,,,,,,,,-_20-02-2024 09:00:00,-,,,
23-02-2024 13:00,2.91,2.94,2.91,2.92,6245124.0,ADESE,2.37,3.02,2.96,2.62,+_05-02-2024 09:00:00,23.05,-,11.45,-,2.94,2.94,0.04,-0.01,0.06,54.99,60.27,-,-,0.0,-75.84,16615202.67,-,0.02,0.54,0.02,0.6,2.77,3.02,2.77,2.86,673341464.0,0.19,0.07,0.12,74.33,57.39,2.45,2.29,0.16,2.34,4.0,14.35,533752469.33,+,+,+,-,,+_22-01-2024 09:00:00,0.47,19.25,+,-,False,7.14,-,H_Wma9:H_Tk:H_Wma15,18.84,-,,,,,,,,-_22-02-2024 13:00:00,-,-,,
23-02-2024 13:00,38.36,38.98,38.24,38.96,540444.0,ADGYO,33.11,37.25,36.85,33.43,+_14-02-2024 17:00:00,17.66,-,16.54,-,38.14,37.59,0.83,0.15,0.68,71.86,61.91,+,+,1.62,-31.63,614933.67,-,0.82,2.16,1.37,3.63,35.08,37.82,34.7,37.38,24350646.0,,,,64.42,,33.14,32.73,0.41,33.5,6.8,-10.63,26095359.0,-,-,+,-,+,+_19-02-2024 09:00:00,5.82,17.58,+,-,False,1.24,-,H_Tk:H_Wma9:H_Wma15,15.41,-,,,,,,,,+_21-02-2024 13:00:00,+,,,
23-02-2024 13:00,155.8,156.7,155.5,156.2,170461.0,AEFES,136.3,156.0,155.35,144.5,+_26-01-2024 13:00:00,14.6,-,8.1,-,156.0,156.1,0.36,-0.35,0.71,51.69,52.21,-,-,0.26,-59.28,345651.0,-,0.2,0.13,0.1,0.06,157.0,160.2,150.5,158.7,10856921.0,15.7,2.25,13.45,76.04,66.89,145.9,138.65,7.25,126.8,1.8,-35.99,13960472.33,-,+,+,+,,+_13-11-2023 09:00:00,10.3,7.06,+,-,False,5.23,-,H_Wma9:H_Wma15:H_Tk,6.58,-,,,,,,+,+,+_23-02-2024 13:00:00,+,,,
23-02-2024 13:00,14.1,14.2,14.02,14.07,1340828.0,AFYON,12.57,13.84,13.42,12.43,+_19-02-2024 09:00:00,11.97,-,13.15,-,13.92,13.79,0.27,0.04,0.23,68.86,63.85,+,+,-0.21,-81.42,3374619.67,-,0.15,1.05,0.28,2.0,13.04,13.5,12.57,13.26,50895805.0,0.25,-0.05,0.31,57.11,51.46,12.4,12.28,0.12,14.17,2.31,-6.3,53019108.0,+,-,+,-,+,+_19-02-2024 09:00:00,1.67,13.46,+,-,True,0.98,-,H_Tk:H_Wma9:H_Wma15,13.06,-,,,,,,,,+_20-02-2024 13:00:00,+,,,
23-02-2024 13:00,63.45,63.65,63.15,63.55,115255.0,AGESA,58.63,63.78,64.2,59.18,-_21-02-2024 09:00:00,8.4,-,7.39,-,63.09,62.85,0.34,-0.02,0.36,54.6,51.23,-,+,0.08,-69.66,260751.0,-,0.46,0.72,0.7,1.11,61.8,68.1,60.3,64.0,5970684.0,2.76,-0.35,3.11,61.6,54.72,58.87,57.8,1.06,63.82,3.9,46.29,4635542.33,+,-,+,-,,+_12-02-2024 09:00:00,4.68,7.96,+,-,False,1.84,-,H_Tk:H_Wma9:H_Wma15,7.28,-,,,,,,,,+_22-02-2024 09:00:00,+,,,
23-02-2024 13:00,261.5,261.5,258.5,258.5,169373.0,AGHOL,227.4,261.0,260.5,244.15,+_26-01-2024 13:00:00,13.68,-,5.88,-,260.2,261.07,1.5,-1.13,2.63,48.98,56.78,-,-,-1.05,-54.77,240129.33,-,1.7,0.65,2.57,0.98,260.75,273.0,250.25,264.75,4571560.0,20.28,2.31,17.97,73.8,60.98,237.56,226.38,11.18,227.7,2.82,-24.68,5207479.0,-,+,+,-,,+_22-01-2024 09:00:00,20.94,8.82,+,-,True,4.94,-,H_Wma9:H_Tk:H_Wma15,8.82,-,,,,,,-,,-_23-02-2024 13:00:00,-,,,
